solutionID                    DO0.pos_y                     DO0.velo                      DO0.acc                       obj1                          obj2                          obj3                          obj4                          
363a9397                      242.2989099773264             12.283078441146202            0.6114021798053081            1000.5102040816327            4000                          1000.5102040816327            4000                          
1b46c180                      245.69419685944828            12.832335975506567            0.3391536818746089            1000.5102040816327            4000                          1000.5102040816327            4000                          
4c1b24a7                      241.4632171333446             12.352491165313104            0.4350825233244936            1000.5102040816327            4000                          1000.5102040816327            4000                          
55343532                      235.20643228299073            10.12601230196533             0.09534331698737758           1000.5102040816327            4000                          1000.5102040816327            4000                          
2ccbed10                      225.29536741301715            8.561958714415624             0.12482594716254342           3000.3401360544217            4000                          1000.3401360544218            4000                          
46445719                      245.69419685944828            12.817413688639473            0.33907872115768384           1000.5102040816327            4000                          1000.5102040816327            4000                          
5a8371a1                      224.50706896136987            8.569134620811424             0.12382798321096487           1000.3401360544218            4000                          1001.0204081632653            4000                          
574fd666                      235.20643228299073            10.142046286821596            0.08991561015854112           1000.5102040816327            4000                          1000.5102040816327            4000                          
40f25992                      233.19014351705852            10.128772758743846            0.9597770916065377            1000.5102040816327            4000                          1000.5102040816327            4000                          
57295ce8                      238.71506559288034            10.905579729234567            0.2583071820705379            1000.5102040816327            4000                          1000.5102040816327            4000                          
205fe2fd                      245.21132419550193            12.832335975506567            0.3397637482600441            1000.5102040816327            4000                          1000.5102040816327            4000                          
a9f651e                       235.20643228299073            10.077006444265168            0.12476686821846873           1000.5102040816327            4000                          1000.5102040816327            4000                          
25de2239                      245.21132419550193            12.832335975506567            0.3397637482600441            1000.5102040816327            4000                          1000.5102040816327            4000                          
738976e6                      233.1582477492635             10.040111035924227            0.9347691699190739            0.5102040816326531            4000                          2000.5102040816328            4000                          
12f9a106                      245.21132419550193            12.832335975506567            0.3397637482600441            1000.5102040816327            4000                          1000.5102040816327            4000                          
2694de65                      231.79901322688903            10.219509715391652            0.876987396959432             3000.3401360544217            4000                          1000.3401360544218            4000                          
5d23ecb4                      235.20643228299073            10.128219742010645            0.09534331698737758           1000.5102040816327            4000                          1000.5102040816327            4000                          
16db8258                      241.4632171333446             12.350283725134787            0.4350825233244936            1000.5102040816327            4000                          1000.5102040816327            4000                          
e9c4623                       235.20643228299073            10.142046286821596            0.08991561015854112           1000.5102040816327            4000                          1000.5102040816327            4000                          
7c9a3100                      238.71506559288034            10.905579729234567            0.2583071820705379            1000.5102040816327            4000                          1000.5102040816327            4000                          
1df2bc05                      233.19014351705852            10.128772758743846            0.9483087719692124            1000.5102040816327            4000                          1000.5102040816327            4000                          
3c0e68                        231.84874803067692            10.128772758743846            0.9597770916065377            3000.3401360544217            4000                          1000.3401360544218            4000                          
17475bf4                      245.43425641143781            12.832335975506567            0.3867673818626083            1000.5102040816327            4000                          1000.5102040816327            4000                          
53736476                      245.4681008002384             12.792430327938781            0.3211413538706328            1000.5102040816327            4000                          1000.5102040816327            4000                          
7e0fe1af                      245.69419685944828            12.832335975506567            0.3391536818746089            1000.5102040816327            4000                          1000.5102040816327            4000                          
27cf54c6                      242.2989099773264             12.283078441146202            0.6231694101773395            1000.5102040816327            4000                          1000.5102040816327            4000                          
1801b0ed                      235.20643228299073            10.077006444265168            0.12476686821846873           1000.5102040816327            4000                          1000.5102040816327            4000                          
6892500f                      233.1582477492635             10.040111035924227            0.9347691699190739            0.5102040816326531            4000                          2000.5102040816328            4000                          
5b7b8436                      233.19014351705852            10.128772758743846            0.9593807843609151            1000.5102040816327            4000                          1000.5102040816327            4000                          
57e05bfb                      242.2989099773264             12.283078441146202            0.6114021798053081            1000.5102040816327            4000                          1000.5102040816327            4000                          
77d38284                      234.13919712664242            9.788919493987956             0.08991561015854112           1000.5102040816327            4000                          1000.5102040816327            4000                          
1506434c                      224.55687917421062            8.982815561322774             0.12382798321096487           1000.5102040816327            3000.5102040816328            4000                          4000                          
58e660de                      238.71506559288034            10.797702307651958            0.29660830801939664           1000.5102040816327            4000                          1000.5102040816327            4000                          
31808a0                       245.48946518746644            12.760314410906787            0.8995306184455183            1000.5102040816327            4000                          1000.5102040816327            4000                          
7ddde00c                      231.84874803067692            10.128772758743846            0.9597770916065377            3000.3401360544217            4000                          1000.3401360544218            4000                          
1f80fe80                      241.4632171333446             12.352491165313104            0.4350825233244936            1000.5102040816327            4000                          1000.5102040816327            4000                          
677ea265                      245.21132419550193            12.830249456152515            0.33061649075018895           1000.5102040816327            4000                          1000.5102040816327            4000                          
107e4640                      233.1582477492635             10.040111035924227            0.9432213552197407            0.5102040816326531            4000                          2000.5102040816328            4000                          
5f503b91                      245.21132419550193            12.839119709951724            0.3392054241611361            1000.5102040816327            4000                          1000.5102040816327            4000                          
cb6d5ae                       235.20643228299073            10.142046286821596            0.08991561015854112           1000.5102040816327            4000                          1000.5102040816327            4000                          
3542a65b                      233.3695217367406             10.128772758743846            0.9295112459957031            0.5102040816326531            4000                          2000.5102040816328            4000                          
400c01a4                      245.46753482906723            12.832335975506567            0.3937103482132466            1000.5102040816327            4000                          1000.5102040816327            4000                          
7c8d33ab                      242.2989099773264             12.283078441146202            0.6114021798053081            1000.5102040816327            4000                          1000.5102040816327            4000                          
6d60ae79                      238.73135991456493            10.905579729234567            0.2957190128546573            1000.5102040816327            4000                          1000.5102040816327            4000                          
f26b370                       245.21132419550193            12.832335975506567            0.3397637482600441            1000.5102040816327            4000                          1000.5102040816327            4000                          
a5c4dc                        241.4632171333446             12.350283725134787            0.4350825233244936            1000.5102040816327            4000                          1000.5102040816327            4000                          
1d89fe24                      235.13039895523443            10.142046286821596            0.06279886615698688           1000.5102040816327            4000                          1000.5102040816327            4000                          
43f66e18                      231.82464929535712            10.131629383216977            0.9482165884436488            3000.3401360544217            4000                          1000.3401360544218            4000                          
5495d341                      233.19014351705852            10.128772758743846            0.9598692751321013            1000.5102040816327            4000                          1000.5102040816327            4000                          
322f1e43                      238.71506559288034            10.797702307651958            0.29660830801939664           1000.5102040816327            4000                          1000.5102040816327            4000                          
