solutionID                    DO0.pos_x                     DO0.pos_y                     DO0.velo                      DO0.acc                       obj1                          obj2                          obj3                          obj4                          
83d5f98                       34.991409857547225            216.20726746630817            4.61399682632106              0.353011840911025             4000                          4000                          2323.589176681761             2000.2911153187545            
6adc888                       22.74731534470892             214.04028124143395            9.250168306328217             0.783240776537401             1.2494465291369352            4000                          1001.2494465291369            4000                          
382c38f3                      26.530494797700033            215.79052228506856            7.090466873511325             0.6997622785732519            54702.51145366575             4000                          1.032467010187531             4000                          
45531db4                      34.991409857547225            216.20726746630817            4.61399682632106              0.353011840911025             4000                          4000                          2323.589176681761             2000.2911153187545            
bf16250                       27.953870769955483            216.7737096315244             6.535334845399022             0.7360443031368293            2001.1420216088568            3000.7501943043007            2017.3703258659152            4000                          
5e40d207                      26.55780084069253             216.99034210244892            6.990150068992179             0.102423609311045             3000.942212630083             1000.9668479166603            2001.7071692256834            2001.0328908774775            
5c4cb530                      26.527329216897293            216.82917587112277            7.133199875130082             0.102423609311045             3008.4312679739633            3000.6063786476284            2000.536349691059             2466.2398419511783            
49dff887                      33.229967973962346            214.12985240024426            4.65366080454134              0.7822701116518103            4000                          2034.1666787485951            2000.3916020153933            4000                          
2776b023                      24.658386183906213            214.42831207121446            5.624208882884968             0.7837635392893669            3001.4554348190018            3002.377199419905             1029.0075310994373            2001.8364393129018            
13810fe2                      24.910067045494923            216.11844613057914            5.213648516116686             0.6733742813910728            3001.1502129639152            3000.7240193151642            8.197504056842588             4000                          
570f8bc1                      24.88472776454332             214.42831207121446            5.624208882884968             0.783240776537401             3001.329439245266             3001.148009019485             2000.3377114340665            2000.91274707806              
6e044396                      34.775245735950605            216.64502100921385            6.212475667730299             0.815225026111495             2000.9550200355259            3004.638340060637             1.1619529152234347            4000                          
6d2829c7                      26.55780084069253             216.99034210244892            7.135496683735889             0.102423609311045             3000.6793756193765            3000.7094079817566            2001.130494081149             2020.26591121468              
7067fc23                      26.428775158287813            216.8694290754705             6.425410592096463             0.6951003840957343            3002.8655475324285            3000.7579849365216            2059.5732091054433            2000.9703927589608            
44c2d142                      27.734394418467616            216.99264043028336            7.357105352368502             0.7342883182780461            13.762303699900746            4000                          2000.9034152920005            2001.9609132141215            
58a7090c                      37.05751418384099             216.83392610102038            7.221952353923984             0.7623498349854582            2000.7387330219465            3000.9277542975506            1001.5009032538912            4000                          
6b849308                      26.428775158287813            215.79569771939907            6.434770630097298             0.7368188835710262            3000.660564222975             3000.802141431456             2000.792837115607             2003.814103768989             
7818ae71                      27.752258124533235            216.77531223674336            7.133199875130082             0.2551973781326129            3008.540685374763             3000.6630872031205            2000.6342267317852            2005.7651633370763            
6d90dbec                      35.22829701725762             216.20726746630817            9.799979416692583             0.353011840911025             2001.9455912691112            3000.673999653931             2001.028173814486             4000                          
6436a0dd                      26.428775158287813            216.86891543005993            6.425410592096463             0.6827604113903074            3002.8520976052137            3000.758335942107             2058.984353580225             2000.973182586864             
296043e0                      26.527329216897293            216.13405682108467            6.222889861334988             0.7620901482304223            3006.0061539170433            3000.80434034582              1003.4602713335366            2004.0535803861649            
578d7e78                      26.500749859097073            216.55133336221544            6.44258848036116              0.7972957900262202            5.32223967948638              3001.0709586863377            2010.7274653763182            2001.2428093880133            
23523007                      29.354597698681328            216.73239364771777            8.582604113557796             0.06277114802881956           12.700831103564418            4000                          2007.9377389658086            2011.0091265741576            
a649571                       33.61904548632316             215.62597360135726            9.503398320587792             0.6975186960454879            5.2871818642131885            3000.9820058741916            2002.4817617193485            2013.259676991975             
5d51adf6                      26.55780084069253             216.99034210244892            7.116131971946994             0.102423609311045             3000.6816937411754            3000.711911747263             2001.1380706682712            2014.1590699085452            
2886b98d                      26.55780084069253             216.99034210244892            7.135496683735889             0.102423609311045             3000.6793756193765            3000.7094079817566            2001.130494081149             2020.26591121468              
782db6a4                      22.351723363236296            215.9787069895209             9.25073503438796              0.7302447603925823            2.9219482382507804            4000                          2.9219482382507804            4000                          
5e8c9e14                      25.911452829977446            216.79122328000392            6.350165783488819             0.7464594955855761            12.513425246460883            4000                          2008.1214734481268            2011.7587564850649            
1c60cb09                      24.910067045494923            215.974249358005              5.239832621590496             0.6733742813910728            3008.086661039869             3000.7388952707324            8.086661039868797             4000                          
3834a87c                      25.912961176776573            216.1161728072161             6.437336916528984             0.7350649727237725            3001.3912194493005            3000.680989978352             2001.024287307892             2009.5799160431272            
289ba100                      27.758537017832126            216.77531223674336            7.133199875130082             0.2551973781326129            3008.5311146658514            3000.6629973242484            2000.6344237489068            2005.7658499588258            
1ea7fd7                       28.998526962105412            216.73166056943742            7.05446428536168              0.3120742826904533            2001.0010946110333            3004.536521231072             1.2961179889105414            4000                          
4b0ac40c                      29.216709761404015            215.4341759083586             7.648383110503603             0.6968382822177548            2001.0758917553171            3002.609680722562             2000.3624293060898            2000.7695277051926            
5c4c84a                       25.675385493290513            216.1161728072161             6.437336916528984             0.7350649727237725            3001.3658438919597            3000.6801566102627            2001.0325935728551            2009.779810305389             
279fe3f                       26.81154557406564             215.81340772460717            7.023532897379118             0.20749087810361655           3006.9459724668486            3002.312738369883             2000.4425534343263            2000.6955376354806            
e88e09                        29.181178811481217            216.94783870847317            7.41196454156626              0.7342836709890183            13.210953723223701            4000                          2002.117475767824             2002.9112375711472            
251bc69e                      26.527327415495364            215.78303190624175            6.4277842152478835            0.7368188835710262            3000.685012697105             3000.8398480530395            2000.7618261287216            2004.7415136303762            
3a3819ef                      29.40575209558045             216.73169852880207            8.607919971487462             0.037884092931532096          12.541545270865344            4000                          2001.5599873186302            2013.4022722254097            
9fcd22d                       26.40436681176023             215.6672801574084             6.4335462356331705            0.7412554574458998            3001.3816013859273            4000                          1002.6880901155807            2001.8847651434874            
11a412e6                      26.55002473680927             216.77572514975097            7.088943042929457             0.12202787166736256           2001.0540597148608            3000.891925588714             1001.4349322066777            2005.4587228500025            
