solutionID                    DO0.pos_y                     DO1.pos_y                     DO1.velo                      DO1.acc                       obj1                          
62ba9ff5                      30.804513149216493            71.8517868468475              7.004870210127926             0.9733695851621713            1000.3401360544218            
65c5a9cc                      30.804513149216493            73.14387008097516             7.358900113804516             0.9607803568201904            1000.3401360544218            
3a9b1416                      30.804513149216493            73.2520476822289              7.361335332477099             0.9614447321165907            1000.3401360544218            
69d5ae84                      30.804513149216493            73.2520476822289              7.361335332477099             0.9791976193826171            1000.3401360544218            
654393c                       30.804513149216493            71.8517868468475              7.453445736983715             0.9696362224746966            1000.3401360544218            
7dd81436                      30.804513149216493            73.13855905725732             7.444169431945939             0.9752336435632444            1000.3401360544218            
2f195c5e                      30.804513149216493            71.85709787056534             7.010924393795208             0.9589162984191171            1000.3401360544218            
5bf6d3ac                      30.804513149216493            73.2520476822289              7.361335332477099             0.9793134531720201            1000.3401360544218            
3f92c62e                      30.804513149216493            73.2520476822289              7.361335332477099             0.9791976193826171            1000.3401360544218            
7d53d244                      30.804513149216493            71.8517868468475              7.453353807731446             0.9696362224746966            1000.3401360544218            
4a2824fe                      30.804513149216493            71.8517868468475              7.511987767202566             0.9438250703479023            1000.3401360544218            
6a17d7e4                      30.804513149216493            73.2520476822289              7.366445418301791             0.969673116626406             1000.3401360544218            
1ae51cc9                      30.804513149216493            73.2520476822289              7.361335332477099             0.998703971887299             1000.3401360544218            
54cfa940                      30.804513149216493            71.8517868468475              7.511987767202566             0.9431081477393407            1000.3401360544218            
367535b4                      30.804513149216493            71.8517868468475              7.774549106069941             0.9630108270713482            1000.3401360544218            
400018da                      30.804513149216493            73.2520476822289              7.361335332477099             0.9614447321165907            1000.3401360544218            
41cc7d84                      30.804513149216493            73.25419046572617             7.361335332477099             0.9793134531720201            1000.3401360544218            
69900791                      30.804513149216493            73.2520476822289              7.361335332477099             0.9856055673553521            1000.3401360544218            
ff2a6bb                       30.804513149216493            67.51038261390877             7.511987767202566             0.9572349973181732            1000.3401360544218            
67f4a559                      30.804513149216493            71.8517868468475              7.511740273031763             0.9460140147652958            1000.3401360544218            
5ee19976                      30.804513149216493            73.2520476822289              7.3615828266479015            0.9955466321226762            1000.3401360544218            
6e083e9                       30.804513149216493            71.8517868468475              7.774549106069941             0.9630108270713482            1000.3401360544218            
3c54be4b                      30.804513149216493            67.23697531674783             7.432324435086699             0.9618576259751468            1000.3401360544218            
33e7a52e                      30.804513149216493            72.98296925150906             7.360547759071855             0.9630060072090315            1000.3401360544218            
16f2a743                      30.804513149216493            71.8517868468475              7.438508816415825             0.9818566332420793            1000.3401360544218            
