solutionID                    DO0.pos_x                     DO0.pos_y                     DO0.velo                      DO0.acc                       obj1                          
6b30f45                       16.09664738111305             214.6658963008339             6.887305436550458             0.2720104943758376            4000                          
420a6c1                       26.388455017502878            213.05715261826234            5.398042553040257             0.8048475326642349            4000                          
65326b31                      35.68076816134541             214.3215540492564             9.66367623868738              0.13960143415531956           4000                          
3ca60831                      19.539934108497064            214.70719430131837            5.197500085105245             0.5156533252120126            4000                          
ce90928                       28.428581654406166            215.62990767570295            8.528465540970716             0.47915617902686414           4000                          
4935195a                      43.84321035905488             215.38688408585966            8.96761932126449              0.9133900463140142            4000                          
2625ee5f                      42.50103890409545             213.19357287778277            8.252499909695114             0.19559435639232792           4000                          
3e1cc5eb                      27.691553852019595            212.3537212566174             5.953708450155327             0.7196879361132023            4000                          
23781c13                      28.797856280529828            215.2171175938774             7.963417322718688             0.6463573833157445            4000                          
4ff009f3                      28.601304077577854            214.20558816176208            7.2586265621989305            0.02031480116649631           4000                          
178ac249                      48.310090057634085            215.5950227744151             6.442525254361636             0.32909626243043355           4000                          
546c12e3                      47.29829927311856             215.92967854790223            4.315361331834876             0.16859268372112646           4000                          
88a7dc                        48.30663625725493             214.914742399046              5.911770576751947             0.9275748851779168            4000                          
50daa819                      39.339407053610344            213.38410380862481            9.06456286847748              0.3067954593922535            4000                          
57873d79                      20.694498974095072            215.4725203404269             8.61550927249975              0.04781969289946297           4000                          
7602a933                      49.483989181075614            215.43483401154157            5.891722010472212             0.46255863285783616           4000                          
4d0db7bf                      34.642666353726256            216.64961975680004            8.001764512375367             0.2265474291948869            4000                          
d2c5e3d                       17.78015170604731             213.22063006589033            6.8786785870662275            0.4273325900108579            4000                          
7cfce50c                      29.30944395713764             213.24662071417612            7.80765791892526              0.04390178191535965           4000                          
5913463b                      40.08062193500683             212.26862154872327            7.424148861444517             0.8739105687343135            4000                          
5e0a33b6                      31.263083901767192            215.62344391822782            7.853703866102018             0.4225303874345354            4000                          
789ba954                      19.453091722024876            214.4331894202046             6.787958797432786             0.4200625694861635            4000                          
30b474a                       34.935557165539635            216.74275547439294            4.8516547203828875            0.4450334947536514            4000                          
1a741e93                      33.69987923018695             212.88080661868017            7.613670798296637             0.5953064306067543            4000                          
387b02e9                      18.199314484657144            212.46440820936022            4.030580749075738             0.2718153970064565            4000                          
6a8aa8e3                      22.951746314092144            214.59349557977754            5.98429203545314              0.917847535405072             4000                          
11a9be51                      35.05071871437107             216.11355719756773            9.065750361495452             0.5387179959567182            4000                          
4b643f40                      26.983071645777528            212.19525225052354            5.855884419526008             0.4850315033235506            4000                          
2ae7ad36                      35.1867485624443              214.5022282231376             4.892827489968511             0.16014690732984282           4000                          
38a419be                      15.409863799097481            216.27771692550021            4.23080226707609              0.6382221782546997            4000                          
4b3a8317                      45.0030692549408              216.73492240091488            8.352234586930269             0.185192882250375             4000                          
3e28a4e5                      22.19344262397432             212.51771699759               7.098599740214419             0.48022735458445587           4000                          
225605e6                      20.135079327524156            212.00571379095834            8.91751955440514              0.305669826623435             4000                          
6613f2d9                      29.1535904958084              216.29992795171592            6.632593611912379             0.08452987210813367           4000                          
7c76eacb                      38.897609299100836            212.663715603151              7.190492983606969             0.9853977098146509            4000                          
116e116b                      22.125071328760935            213.9134051091816             8.525391593960181             0.31173476785178267           4000                          
72cfa940                      18.585399510737858            215.7540131032675             4.803859420532623             0.5458090442391046            4000                          
3859cc80                      30.910914847343346            213.33766374734634            7.8738847625345265            0.7271156062716589            4000                          
c724938                       21.077435165347183            214.0610475711503             8.31997762652934              0.2748135102639595            4000                          
5598c9f4                      21.37947466556738             216.40041412565836            4.6187948319478505            0.5188559957039355            4000                          
6414bf7e                      48.430832362489916            213.5290401942196             9.751742894757918             0.5407203321015122            4000                          
1a7ca6c8                      22.811103348440493            212.06181207834862            5.014565150789958             0.9564870560404456            4000                          
7ffe7206                      45.76521388410219             214.07017728613872            5.369688199300577             0.6860772730289483            4000                          
9ac6d4d                       33.649690655228255            212.74233215693013            4.347837058511451             0.5249972197584969            4000                          
f151bb7                       20.22188627962404             215.39721430439099            6.422823485135035             0.38381987654298955           4000                          
27189216                      22.0985476525265              213.8262096707285             9.415599768885007             0.19262645853018256           4000                          
3c8fb360                      48.34975436600595             214.03120795184182            6.419214222259891             0.33970102446434347           4000                          
74cc5cf8                      32.552670005374296            215.30361546375374            4.1093546894053326            0.042091815178822434          4000                          
4fb45e9f                      16.09664738111305             214.6658963008339             6.89709056934565              0.2720104943758376            4000                          
425830a1                      26.388455017502878            213.05715261826234            5.398042553040257             0.8048475326642349            4000                          
