solutionID                    DO0.pos_x                     DO0.pos_y                     DO0.velo                      DO0.acc                       obj                           fit_pena_a_max                fit_pena_curv_rate            fit_pena_max_latg             fit_pena_spd                  
333b4f9c                      21.79210836651941             216.87691296298266            5.940370672613261             0.9998606619480089            1234001.530612245             1000.5102040816327            111000.51020408163            11000.510204081633            1111000.0                     
79eb40ad                      21.615502199576824            216.87691296298266            5.930352713025199             0.9732621295271461            1234001.530612245             1000.5102040816327            111000.51020408163            11000.510204081633            1111000.0                     
3178bba6                      21.78489375682616             216.87691296298266            5.930352713025199             0.9992520930785275            1234001.530612245             1000.5102040816327            111000.51020408163            11000.510204081633            1111000.0                     
46c9f810                      21.78514647864979             216.87691296298266            5.930352713025199             0.9992520930785275            1234001.530612245             1000.5102040816327            111000.51020408163            11000.510204081633            1111000.0                     
1015c2e6                      21.78489375682616             216.87691296298266            5.930352713025199             0.9992520930785275            1234001.530612245             1000.5102040816327            111000.51020408163            11000.510204081633            1111000.0                     
59e065c6                      21.78513579213718             216.87691296298266            5.930352713025199             0.9992520930785275            1234001.530612245             1000.5102040816327            111000.51020408163            11000.510204081633            1111000.0                     
3ceb2f3a                      21.78489375682616             216.87691296298266            5.930352713025199             0.9992520930785275            1234001.530612245             1000.5102040816327            111000.51020408163            11000.510204081633            1111000.0                     
f7755cf                       21.78489749065087             216.87691296298266            5.930352713025199             0.9997022010190315            1234001.530612245             1000.5102040816327            111000.51020408163            11000.510204081633            1111000.0                     
21ae05d                       21.615502199576824            216.87691296298266            5.930352713025199             0.9732621295271461            1234001.530612245             1000.5102040816327            111000.51020408163            11000.510204081633            1111000.0                     
29b3a880                      21.79210836651941             216.87691296298266            5.940370672613261             0.9998606619480089            1234001.530612245             1000.5102040816327            111000.51020408163            11000.510204081633            1111000.0                     
49baff1c                      21.78514647864979             216.87691296298266            5.939727286558782             0.9996115880078768            1234001.530612245             1000.5102040816327            111000.51020408163            11000.510204081633            1111000.0                     
1a4cc41f                      21.78489375682616             216.87691296298266            5.930352713025199             0.9992520930785275            1234001.530612245             1000.5102040816327            111000.51020408163            11000.510204081633            1111000.0                     
1d93236                       21.78489749065087             216.87691296298266            5.930352713025199             0.9992469792742473            1234001.530612245             1000.5102040816327            111000.51020408163            11000.510204081633            1111000.0                     
4dcf522b                      21.78489375682616             216.87691296298266            5.930352713025199             0.9992520930785275            1234001.530612245             1000.5102040816327            111000.51020408163            11000.510204081633            1111000.0                     
59a8651c                      21.78489375682616             216.87691296298266            5.930352713025199             0.9992633538048031            1234001.530612245             1000.5102040816327            111000.51020408163            11000.510204081633            1111000.0                     
