solutionID                    DO0.pos_x                     DO0.pos_y                     DO0.velo                      DO0.acc                       obj                           fit_pena_a_max                fit_pena_curv_rate            fit_pena_max_latg             fit_pena_spd                  
36898dd                       16.714564749170385            215.8451774386258             7.154757437125174             0.348052500640546             1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
1d58a444                      16.67519802944106             215.96349431542234            7.104631930804335             0.340963686587375             1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
3cdfba75                      16.71392387425785             215.8451774386258             7.104937263546624             0.34110465621544583           1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
6bbaade7                      23.24991260877527             215.9657371031576             8.8256200611385               0.7933391289627391            1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
42e1bb01                      16.661747638374642            215.85658239747062            7.1526211984820165            0.340963686587375             1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
3739f115                      16.67519802944106             215.96349431542234            7.104631930804335             0.340963686587375             1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
7e3735c3                      16.675437666164218            215.96349431542234            7.184713921381548             0.3410529193969166            1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
17dfbc11                      16.67519802944106             215.96700328873408            7.104631930804335             0.340963686587375             1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
3b21c05e                      21.783242642580475            215.95136949706065            8.8256200611385               0.49347848290849367           1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
521c854b                      16.67519802944106             215.96349431542234            7.155607157419844             0.3409639426450068            1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
8ff14ff                       16.714564749170385            215.8451774386258             7.1037822105096655            0.3480522445829142            1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
7045db11                      16.71392387425785             215.8451774386258             7.104937263546624             0.34110465621544583           1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
2c801b85                      16.67519802944106             215.96350571369666            7.101197228253907             0.34096440469190414           1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
78170810                      16.674648288210758            215.96349431542234            7.104631930804335             0.34737179507946575           1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
1772ff35                      16.67519802944106             215.96359471154162            7.112770225731544             0.340963686587375             1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
484269e1                      16.64382932099109             215.96349431542234            7.155607157419844             0.3409639426450068            1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
