solutionID                    DO0.pos_x                     DO0.pos_y                     DO0.velo                      DO0.acc                       obj                           fit_pena_a_max                fit_pena_curv_rate            fit_pena_max_latg             fit_pena_spd                  
5af778be                      17.717322152571775            213.68117372568594            9.463862119685047             0.6761360470626824            1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
e5f9245                       15.287833704747488            213.67231774754814            8.284411285235244             0.7392041677632681            1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
39e3ebe4                      18.785870423627774            213.68117372568594            9.853204720455302             0.700661845010781             1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
a88eeb6                       15.281946899635402            213.67231774754814            8.40676780251469              0.7392041677632681            1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
147e63f2                      17.723618368988916            213.68117372568594            9.449216293657587             0.6761360470626824            1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
3d7c1c11                      18.785870423627774            213.68117372568594            9.853204720455302             0.700661845010781             1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
4c82bda2                      17.717322152571775            213.68118079347386            9.442032955075423             0.6761360470626824            1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
7845b2de                      15.077514141067542            213.6723162740964             8.284411285235244             0.739784245997536             1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
5c380be2                      18.785870423627774            213.68117372568594            9.853204720455302             0.7005524963747523            1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
23dcf29e                      17.717322152571775            213.68118079347386            9.442428763515801             0.7164695692349012            1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
dd712bd                       17.685465732525483            213.68117372568594            9.348154128659973             0.7002000021966914            1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
5298ced6                      18.785870423627774            213.68117372568594            9.857584713970152             0.7368019657724372            1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
499dccf7                      17.717322152571775            213.68118079347386            9.442032955075423             0.6761360470626824            1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
1168abab                      17.717322152571775            213.68118079347386            9.442428763515801             0.7007018164353801            1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
7780db00                      18.785870423627774            213.68117372568594            9.853204720455302             0.701525504248192             1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
67f6fbbf                      15.081765305061142            213.6723162740964             8.415834979005707             0.6773669196550764            1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
12323003                      18.785870423627774            213.68117372568594            9.857584713970152             0.7368019657724372            1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
647222a0                      17.717322152571775            213.68118079347386            9.442028172493762             0.6762344960418422            1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
55560691                      15.287833704747488            213.64922143054704            8.299416843671612             0.7415485107735309            1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
37b60a1b                      18.785870423627774            213.68117372568594            9.857898960886224             0.700661845010781             1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
694a66c7                      17.723618368988916            213.68117372568594            9.444521938247876             0.6761360470626824            1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
25bccbe5                      15.12393795346838             213.68175283029237            8.251510042706663             0.7491294746468194            1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
5c4a171e                      18.785870423627774            213.7027240944201             9.975545702361241             0.7162240669038413            1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
3e5beecb                      17.717322152571775            213.68118079347386            9.442428763515801             0.7007018164353801            1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
783680c7                      18.785870423627774            213.68117372568594            9.857584713970152             0.7368019657724372            1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
3e070d49                      15.287833704747488            213.67231774754814            8.25561157406068              0.7392041677632681            1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
213fe8ef                      17.717322152571775            213.68117372568594            9.49266174800973              0.6505275495195711            1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
15a929f0                      18.785870423627774            213.68117372568594            9.853204720455302             0.7400876542656171            1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
10d28580                      17.723618368988916            213.68117372568594            9.449216293657587             0.6764981195416271            1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
40d1736c                      18.933782493572718            213.68440323253904            9.934269102145148             0.7005524963747523            1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
26de0870                      17.717322152571775            213.68118079347386            9.442032955075423             0.6762341665334793            1334001.530612245             1000.5102040816327            111000.51020408163            111000.51020408163            1111000.0                     
