solutionID                    DO0.pos_y                     DO0.velo                      DO0.acc                       obj                           fit_pena_a_max                fit_pena_curv_rate            fit_pena_max_latg             fit_pena_spd                  
43a6ca7c                      238.22579888748442            10.491284418355399            0.9308286917284178            2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
560edb71                      234.16207966063084            10.48456865737669             0.9792177839559865            2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
1b755329                      238.22579888748442            10.491284418355399            0.9308286917284178            2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
10a9bd3                       234.16207966063084            10.48456865737669             0.9803441335295403            2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
2a97edf3                      234.32851810479227            10.504837860763436            0.9808882304062054            2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
634f38db                      241.942490003746              12.090277486705567            0.10459421535218072           2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
41e1e06c                      233.90095612776247            8.81059112330869              0.6615655065209539            2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
316ba392                      238.22579888748442            10.491429623985077            0.915273599668596             2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
59cdb2ea                      234.32851810479227            10.504837860763436            0.9840259121402746            2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
21bc0c00                      229.99128125835415            10.66086124842588             0.10720551571023865           2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
53407874                      241.942490003746              12.090277486705567            0.10779603362660617           2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
3bf965bd                      233.97178985988762            10.491429623985077            0.915273599668596             2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
750d76aa                      233.90095612776247            8.750312585222837             0.717199327910409             2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
4e1ca34b                      241.94195703069897            12.090277486705567            0.08847953696627597           2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
6f3e0629                      234.16207966063084            10.424147547014112            0.9937805243497698            2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
65f59125                      238.48179243239275            9.669125048567988             0.959221631705752             2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
4b46ce3b                      234.16207966063084            10.48456865737669             0.9803441335295403            2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
25c622d8                      241.942490003746              12.090277486705567            0.17997547389916724           2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
7589e8a6                      238.22579888748442            10.491429623985077            0.915273599668596             2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
786a8ce7                      241.942490003746              12.090277486705567            0.10779603362660617           2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
5b7c5b4b                      238.48179243239275            9.669125048567988             0.9960589104153047            2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
c5acab3                       232.20923806762875            8.179949640107784             0.7414272321308157            2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
73bc5783                      234.15547960843352            10.49142615180027             0.9711343298696316            2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
a8fd622                       233.97178985988762            10.465393308969164            0.915273599668596             2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
deb9852                       241.6835704507828             12.116313801721063            0.10779603362660617           2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
c731f0a                       241.94195703069897            12.090277486705567            0.6877076352752511            2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
6b3215c0                      238.48179243239275            9.681151253721568             0.9960589104153047            2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
2a41f82                       238.22579888748442            10.491284418355399            0.9308286917284178            2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
4381f403                      233.90095612776247            8.81059112330869              0.6615655065209539            2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
57800bca                      238.22579888748442            10.491429623985077            0.915273599668596             2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
608dc3c9                      241.942490003746              12.090277486705567            0.10779603362660617           2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
383bd254                      234.16207966063084            10.424147547014112            0.9937805243497698            2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
375696a6                      238.48179243239275            9.669125048567988             0.959221631705752             2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
6ef54cbc                      233.87846567858244            8.272924544657522             0.9862019022909182            2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
52a90693                      238.50509843832043            10.491299851921957            0.9826367898517548            2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
