solutionID                    DO0.pos_y                     DO1.pos_y                     DO1.velo                      DO1.acc                       obj1                          
73edf52e                      27.206327062510745            73.63649323007841             5.899510488754978             0.89422777944696              0.22852556675483182           
2b9a3075                      27.206327062510745            73.63649323007841             5.899508350153452             0.8939333980508067            0.22852556675483182           
779065c5                      27.206327062510745            73.63649323007841             5.899508350153452             0.8939404378722813            0.22852556675483182           
3ca65dbc                      27.206327062510745            73.63649323007841             5.899510488754978             0.89422777944696              0.22852556675483182           
706a01f                       27.206327062510745            73.63649323007841             5.899508350153452             0.8939333980508067            0.22852556675483182           
1cfa17d9                      27.206327062510745            73.63649323007841             5.899510345825074             0.8939503310029434            0.22852556675483182           
14095a50                      27.206327062510745            73.63649323007841             5.8995083224848655            0.89422777944696              0.22852556675483182           
3d0bf4d1                      27.206327062510745            73.63649323007841             5.899508350153452             0.8913461282076791            0.22852556675483182           
77cef9a5                      27.206327062510745            73.63649323007841             5.899510345825074             0.8939503310029434            0.22852556675483182           
2592f2ab                      27.206327062510745            73.63649323007841             5.899508350153452             0.8942309656761768            0.22852556675483182           
e0983f3                       27.206327062510745            73.63649323007841             5.899508350153452             0.8939404378722813            0.22852556675483182           
3a83753a                      27.206327062510745            73.63649323007841             5.899508350153452             0.8913316998262808            0.22852556675483182           
5b5c1917                      27.206327062510745            73.63649323007841             5.899510488754978             0.89422777944696              0.22852556675483182           
4ceccfb2                      27.206327062510745            73.63649323007841             5.899508350153452             0.8913461282076791            0.22852556675483182           
120e970e                      27.206327062510745            73.63649323007841             5.899510488754978             0.8939489166737692            0.22852556675483182           
341e31a3                      27.206327062510745            73.63649323007841             5.899508350153452             0.8942193006454721            0.22852556675483182           
530711fb                      27.206327062510745            73.63649323007841             5.8930345420179835            0.8939503310029434            0.22852556675483182           
5b7ae9b4                      27.206327062510745            73.63649323007841             5.899508350153452             0.8939404378722813            0.22852556675483182           
3dabefe0                      27.206327062510745            73.63649323007841             5.899508350153452             0.8944573541179056            0.22852556675483182           
