solutionID                    DO0.pos_y                     DO1.pos_y                     DO1.velo                      DO1.acc                       obj1                          obj2                          obj3                          obj4                          
3c55369d                      28.1585660998909              83.65489825542966             9.783502666364406             0.5032164411985448            1017.5063448800249            4000                          17.506344880024976            17.506344880024976            
186178ec                      38.08191751316508             88.97343910275882             5.5652078697026965            0.8715773362110009            1000.655961218421             1000.655961218421             0.6559612184209999            1000.6975788743246            
1c1eaa4f                      38.94847466012117             85.97107435175148             5.127245813922713             0.6796467961935287            0.6600687372112504            0.6600687372112504            0.6600687372112504            1000.6523982943597            
e5567f7                       38.12156149816907             88.97343910275882             5.5652078697026965            0.8715773362110009            1000.655961218421             1000.655961218421             0.6559612184209999            1000.6975788743246            
622a649a                      38.172755875224986            85.97107435175148             5.127245813922713             0.6796467961935287            0.6497775877416654            0.6497775877416654            0.6497775877416654            4000                          
7260fc1b                      38.12156149816907             88.97343910275882             5.5652078697026965            0.8689947257208737            1000.6573692134095            1000.6573692134095            0.6573692134095539            1000.6958264228606            
74cf621f                      39.33326524638151             88.92901413861038             5.063875370603168             0.6684191076918969            2000.8457807589402            2006.1455907008542            1005.8134699363615            0.8621636467832413            
c9b0023                       38.172755875224986            85.97107435175148             5.121589685421074             0.6889198337060694            1000.6577820770522            1000.6577820770522            0.6577820770521678            1000.6801473578736            
22897d32                      41.116093511575755            88.76992212118866             5.05474830959346              0.6635292182277998            2016.9799295445305            3134.2534860709025            37.40801768862794             32.66893925731857             
317e9852                      38.665324055001506            88.76992212118866             5.008031947916091             0.6739868890074094            2000.8271915458117            3000.855364032472             1000.8291664967934            0.8534478379007852            
9eef024                       38.68808913215015             85.31561175731004             5.010294924247631             0.6746634729938592            1000.6577976209024            1000.6577976209024            0.65779762090239              1000.648780294963             
