solutionID                    DO0.pos_y                     DO0.velo                      DO0.acc                       obj1                          
3df03445                      248.31749814447917            10.15482160817281             0.02419516906311281           2000.130416192098             
3fbd93b0                      245.19129042875406            9.128385070508                0.1317888233437572            2000.130416192098             
159da23d                      248.31749814447917            10.15482160817281             0.02503697496570015           2000.130416192098             
1d118651                      247.1557994635032             8.644547230977631             0.8567910524779898            2000.130416192098             
2eccfa94                      245.19129042875406            9.128385070508                0.12499347645108225           2000.130416192098             
6da8c64b                      248.31749814447917            10.15482160817281             0.1312137389826143            2000.130416192098             
1f4893cc                      247.3622005219477             8.769733968888332             0.8435268416807232            2000.130416192098             
447588e                       247.1639353393285             8.644547230977631             0.8700965893918241            2000.130416192098             
50a1edfc                      247.51555860562203            8.787923575006253             0.8621600255559225            2000.130416192098             
40b3bed1                      244.80842630650176            8.514468698503531             0.5523727526412348            2000.130416192098             
4fc2e9f7                      247.1557994635032             8.692036338532159             0.8815757487072035            2000.130416192098             
3fe4750b                      248.31749814447917            10.276126318365245            0.012826458833621657          2000.130416192098             
389fe5c                       247.3622005219477             8.769733968888332             0.8435268416807232            2000.130416192098             
7ea2a17                       244.7875172173873             8.51238507519271              0.5438770287044324            2000.130416192098             
354cdcb5                      247.53646769473653            8.790007198317074             0.8706557181926715            2000.130416192098             
2b09eeae                      245.78227969525867            9.378289350853096             0.11696394837956325           2000.130416192098             
546ed12a                      243.3249025250582             8.618527404489983             0.11696394837956325           2000.130416192098             
540693cc                      248.2668222453692             10.60174522079727             0.011265814745454183          2000.130416192098             
7598d01d                      245.35756631512083            9.063612290355593             0.02419516906311281           2000.130416192098             
1088357                       248.31749814447917            10.15482160817281             0.02503697496570015           2000.130416192098             
55095795                      247.16411234861908            8.653976967884429             0.8434027950973093            2000.130416192098             
4206b9b0                      247.36202351265712            8.760304231981532             0.870220635975238             2000.130416192098             
1ec23b6                       247.16056804035148            8.703501559031023             0.9010180284438304            2000.130416192098             
7c9f0d18                      247.53646769473653            8.797049860881524             0.8706557181926715            2000.130416192098             
56ff5bbf                      248.2668222453692             10.60174522079727             0.01002387190219272           2000.130416192098             
13c9bbc2                      243.3249025250582             8.618527404489983             0.11825710878658471           2000.130416192098             
84dbcd2                       248.32241661912158            10.133854137142832            0.1250655528039924            2000.130416192098             
71f95a57                      245.26367355367788            9.166611594679338             0.020735561259876426          2000.130416192098             
2579aa5a                      248.24511501955536            10.116595084001753            0.1352520140495043            2000.130416192098             
736fa556                      247.3622005219477             8.64490380688123              0.9193123069627464            2000.130416192098             
33d0dca9                      247.1557994635032             8.807155965297273             0.8815757487072035            2000.130416192098             
54ceafbc                      246.69594631583843            8.790007198317074             0.8706557181926715            2000.130416192098             
22fa64f1                      247.16411234861908            8.764508637001047             0.7691830834951872            2000.130416192098             
1757793f                      247.53646769473653            8.797049860881524             0.8744752340671943            2000.130416192098             
637a148d                      245.78925359123713            9.545639071664377             0.11696394837956325           2000.130416192098             
373b5d62                      245.78811383989358            9.312906423773763             0.18767358495016762           2000.130416192098             
44ce9392                      245.19972885940678            9.37461471569817              0.023881278463153688          2000.130416192098             
3edc2b9d                      247.3622005219477             8.651308635488489             0.8435268416807232            2000.130416192098             
3d1be1ed                      247.53646769473653            8.790007198317074             0.8706557181926715            2000.130416192098             
639d1117                      245.78227969525867            9.378289350853096             0.11989521170993789           2000.130416192098             
3ca1cb5c                      247.1578732287547             8.701169774409072             0.8706557181926715            2000.130416192098             
7fa12fa0                      245.26367355367788            9.166611594679338             0.014903649850569259          2000.130416192098             
8793cd0                       248.32241661912158            10.133854137142832            0.1250655528039924            2000.130416192098             
47f4890b                      247.15886559830682            8.797049860881524             0.7731661697076249            2000.130416192098             
5d0ae98a                      247.5417144450488             8.730152332206757             0.8704921478547479            2000.130416192098             
11fc6d9d                      248.31749814447917            10.163202388051435            0.03550250770526611           2000.130416192098             
7632afef                      247.1639353393285             8.644547230977631             0.800464206392865             2000.130416192098             
37b36bec                      248.2834320231861             10.276126318365245            0.012826458833621657          2000.130416192098             
4d02ba23                      244.7875172173873             8.51238507519271              0.529560236670057             2000.130416192098             
4d967b01                      247.53646769473653            8.790007198317074             0.8938808366379289            2000.130416192098             
