solutionID                    DO0.pos_y                     DO0.velo                      DO0.acc                       obj1                          obj2                          obj3                          obj4                          
18fb24d9                      224.33384535169372            8.442475794487837             0.11403676378015615           1000.1765285830669            3009.3769777233765            1000.0563514826807            4000                          
2945f20f                      228.1006714246251             12.506127921653812            0.9053028965084531            0.08783976200343524           4000                          0.06932727172643902           4000                          
61417243                      252.20676639592799            11.560216534455645            0.17234261638261028           12.751198612669873            4000                          2000.1260051375602            2000.130416192098             
259d5563                      253.7812684181979             12.032925015108178            0.4584475709971884            12.751198612669873            4000                          2000.1260051375602            2000.130416192098             
130617e0                      252.63967922467756            11.502594101968592            0.17234261638261028           12.751198612669873            4000                          2000.1260051375602            2000.130416192098             
3eb7987f                      225.56123809352198            8.436741683872699             0.20592892870705487           1000.1605683348325            4000                          1000.1112421296193            2000.5621508340632            
2be36594                      252.81827875571727            11.904430762044772            0.1482515162405742            12.751198612669873            4000                          2000.1260051375602            2000.130416192098             
6026c5ca                      255.1213018511939             11.561019841109044            0.9991991145982837            12.751198612669873            4000                          2000.1260051375602            2000.130416192098             
5813b66f                      225.66363465391257            8.438821304294498             0.49721842096460234           1000.2473508721591            3000.112730268483             1000.111317667227             2002.7206664544547            
47969ac1                      253.8940778306104             11.761482896195437            0.4609131544969898            12.751198612669873            4000                          2000.1260051375602            2000.130416192098             
7160fe82                      253.69762929604667            12.032925015108178            0.45563871501814274           12.751198612669873            4000                          2000.1260051375602            2000.130416192098             
377cf78f                      252.81827875571727            11.869339399940667            0.1482515162405742            12.751198612669873            4000                          2000.1260051375602            2000.130416192098             
70be0b7a                      248.61797291064974            13.539577248894638            0.49959172667495205           1000.1246879528121            4000                          0.05618361385794498           4000                          
64589121                      252.23029463706058            11.441711915745136            0.1882497886532595            12.751198612669873            4000                          2000.1260051375602            2000.130416192098             
5272405f                      269.4157157102163             8.936375140908941             0.7086945624582496            0.09543808802388473           0.10456292748592348           1000.0913251683762            4000                          
42ccad8b                      227.94557708203473            8.968717912805648             0.4824847598634464            1000.6835209718903            4000                          1000.0554215124697            2000.5621508340632            
26af5978                      253.48899591201516            13.642042603909209            0.4020407011314757            2000.1346561703683            3000.056792360655             2000.0592177699737            2000.6801897457315            
3365ccd4                      269.4157157102163             8.980004793396441             0.7086945624582496            0.09984118263078921           0.09132516837621293           1000.0913251683762            4000                          
4a510e71                      253.48899591201516            13.651011738223643            0.4020407011314757            2000.1131506640095            3000.056792360655             2000.0605853147256            2000.5621520981204            
65fcdb0                       255.1213018511939             11.561019841109044            0.9991991145982837            8.161266628580444             4000                          2000.1347035441165            2000.130416192098             
402380c8                      258.2226137593909             13.42718182532743             0.4824847598634464            12.751198612669873            4000                          2000.1260051375602            2000.130416192098             
541cf1c7                      255.24924240705454            12.032925015108178            0.4824847598634464            12.751198612669873            4000                          2000.1260051375602            2000.130416192098             
5592f156                      253.7836975223004             11.53291894627632             0.44665511019696696           12.751198612669873            4000                          2000.1260051375602            2000.130416192098             
7d9b4820                      252.20676639592799            11.560216534455645            0.20608289346468517           12.751198612669873            4000                          2000.1260051375602            2000.130416192098             
25c1ae71                      255.2585761039439             12.032925015108178            0.4808430964753361            12.751198612669873            4000                          2000.1260051375602            2000.130416192098             
2a2c0896                      254.43022758464755            12.036362892786258            0.48816636775778327           12.751198612669873            4000                          2000.1260051375602            2000.130416192098             
21aa6815                      258.2497462485418             13.574472554046014            0.4824847598634464            12.751198612669873            4000                          2000.1260051375602            2000.130416192098             
4b3fe9bc                      258.3208429302959             13.441329559012473            0.4202908498750977            12.751198612669873            4000                          2000.1260051375602            2000.130416192098             
14dac05f                      258.3208429302959             13.667627353320368            0.4202908498750977            8.161266628580444             4000                          2000.1347035441165            2000.130416192098             
69bb1221                      255.16085247699388            12.00198291810144             0.4946734807617503            12.751198612669873            4000                          2000.1260051375602            2000.130416192098             
423a73c7                      253.7812684181979             12.07708765494078             0.2680123058198092            12.751198612669873            4000                          2000.1260051375602            2000.130416192098             
71e582c6                      252.63967922467756            11.502594101968592            0.17234261638261028           12.751198612669873            4000                          2000.1260051375602            2000.130416192098             
65f0292f                      251.32811975053184            11.552993913196387            0.1482515162405742            12.751198612669873            4000                          2000.1260051375602            2000.130416192098             
5b6600ce                      225.66363465391257            8.438821304294498             0.49721842096460234           1000.3254531365384            3000.0985007884497            1000.111317667227             2001.0628031646027            
5ca6fd97                      258.3208429302959             13.443863678988809            0.4202908498750977            12.751198612669873            4000                          2000.1260051375602            2000.130416192098             
4ea95df4                      228.21180267283154            12.510655756218307            0.9038672472612148            0.08091602114562196           4000                          0.08091602114562196           4000                          
1ecf5189                      225.31812147444265            8.442475794487837             0.05782460822934454           1000.108971242816             4000                          1000.0808825973731            2001.062769279166             
3af88a5e                      269.5332299730582             8.969485014287487             0.6933360405508661            0.10456292748592348           0.08747698699164716           1000.0998411826308            4000                          
75804f9b                      258.3208429302959             13.667627353320368            0.4766924532851773            12.751198612669873            4000                          2000.1260051375602            2000.130416192098             
cc8a954                       225.66363465391257            8.438821304294498             0.49721842096460234           1000.2688577497843            3000.102723761629             1000.111317667227             2001.3881215661343            
3c43a7d5                      253.7836975223004             11.53291894627632             0.44665511019696696           12.751198612669873            4000                          2000.1260051375602            2000.130416192098             
31c0c73                       258.3208429302959             13.668594531199227            0.38592194987967154           12.751198612669873            4000                          2000.1260051375602            2000.130416192098             
