solutionID                    DO0.pos_y                     DO0.velo                      DO0.acc                       obj1                          
51890eb6                      269.69372027281025            13.603991540565389            0.4375701803200178            4000                          
1a6862b8                      248.85361126323622            10.335017385488797            0.08681806016305049           4000                          
51f0d75d                      266.3848176809119             13.248516231110735            0.7449580372797753            4000                          
2bd908f1                      261.5748161932339             10.316947680627653            0.032722546991782786          4000                          
208eefff                      242.0136548731532             11.986646584172998            0.09617160109497702           4000                          
6b1b3614                      231.9030805489585             9.852899439815344             0.7796122380688006            4000                          
2dee1038                      266.62584941094883            12.757637081382555            0.8572670638611587            4000                          
19a408fc                      247.3740848742155             13.865692619746497            0.6517043295023738            4000                          
54a4d296                      259.7350323200152             8.651299909766987             0.4301816277724725            4000                          
146c5e29                      253.24752674600285            11.963047228583017            0.4598673649451558            4000                          
535afa93                      238.5832075529354             12.988262529677584            0.21416793857344385           4000                          
5bc167b6                      264.52736596874274            11.583757141694996            0.7264121158775168            4000                          
78ae005                       265.37335022746004            8.786294106862666             0.6414021538795832            4000                          
6624933c                      253.79969708641042            9.189346189997796             0.12104457598794294           4000                          
7186c20                       236.54003052517191            9.047373490629123             0.6843168359686601            4000                          
7ffe7206                      263.5987673264351             12.111859018794704            0.5082274543354478            4000                          
5df85d10                      221.88841683524834            11.017650367158119            0.751195852064128             4000                          
1097c175                      246.86253074395808            11.005385919627628            0.16235879688999788           4000                          
579453af                      220.05344835602813            8.698277617267001             0.2699948029050291            4000                          
572bc059                      230.64249615452894            9.577572196707049             0.6872521380567537            4000                          
7b08b9b5                      241.83611635224025            12.518836109593867            0.7513825712988368            4000                          
171f5fde                      228.19948475628198            9.7004876036029               0.27824381741817605           4000                          
50daa819                      253.28344334854123            10.107624292901779            0.6356748580260552            4000                          
53f1b2c0                      221.90260846832157            13.95178983619401             0.7835854505497053            4000                          
41e4e47b                      253.20730664266728            10.666527755040903            0.6015645716036255            4000                          
60a2d17e                      222.75195044436435            13.982353907521343            0.6982056209860869            4000                          
27589140                      243.5929329043173             10.525898386685403            0.2561351193954956            4000                          
25f16c18                      253.0088174375971             13.2419381104878              0.6959207160265637            4000                          
13649a97                      228.0326584885815             13.241454821915733            0.6662340214926898            4000                          
3f740f8c                      232.3271621460883             8.94775266736329              0.5610916058949271            4000                          
3a84db93                      241.03008572326928            9.106529101097264             0.1334281716106399            4000                          
78df74b                       238.26618316028316            13.710969266449528            0.6997886948511989            4000                          
1080dc57                      226.44354362139862            11.476141716666724            0.9828672759572383            4000                          
4d7e3c71                      262.30075194065745            8.933500693183126             0.6228413792504635            4000                          
5f1a0ddb                      224.25896826225315            13.902739828584924            0.12674351811733608           4000                          
4ebb9ca6                      247.95099464572863            12.473266001424179            0.5246899067879124            4000                          
3e9cad2d                      252.67793141354247            11.11660248775551             0.3938127072237012            4000                          
4206faf5                      248.78627075460247            13.703374814165247            0.005574715804670172          4000                          
3dfc03ed                      244.64721217455124            11.47774555772675             0.377676456824524             4000                          
6a413357                      228.52706124772695            10.043205623236037            0.07002184760885155           4000                          
c724938                       230.50658481679383            10.092775931064708            0.06012981808958551           4000                          
6a1d5535                      230.8197022325511             8.432439047434348             0.2984106983544943            4000                          
275a2ab1                      238.54945001485018            13.522891315170448            0.09564370821359813           4000                          
3d518d84                      262.38615214706925            8.699234121361819             0.8441211220678944            4000                          
7602a933                      233.72864439623524            13.382721199377508            0.20463912939852014           4000                          
31769d5                       264.8902253807041             12.018631237349709            0.016701631363227665          4000                          
36141dd9                      248.34286028668072            10.399806149482906            0.09416191622633785           4000                          
57243738                      230.0931979746699             13.87591597201185             0.3289048228281539            4000                          
3cd20d39                      252.74705199520776            12.208332753706323            0.10429413921323338           4000                          
61c11023                      261.6191510564739             8.38231765769153              0.21640394408828023           4000                          
