solutionID                    DO0.pos_y                     DO0.velo                      DO0.acc                       obj                           fit_pena_a_max                fit_pena_curv_rate            fit_pena_max_latg             fit_pena_spd                  
4a494f01                      246.2609587982337             13.202859988106896            0.9346621829170655            2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
593569fa                      234.5603947830072             9.058563524407663             0.6241332510396143            2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
62a1b816                      235.57975370826293            11.668471863637395            0.484103454568966             2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
d0b09d                        246.7538481942797             13.30580356866945             0.9702399883873111            2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
2f3eb286                      247.19406018247707            13.77517049527057             0.6127349951404076            2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
7c4eaa49                      236.63396323889773            11.823809124855485            0.6500629417824266            2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
3a818447                      236.65187409238445            10.466680597518287            0.1776584926837791            2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
22c71f46                      246.7538481942797             13.19543473941943             0.8515684461915461            2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
14b939f3                      246.55665024706863            13.997530273133833            0.43129320109981617           2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
49c84008                      246.62318429679627            13.907198931008214            0.4872259672892959            2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
1f736dc8                      234.6238153514955             9.086202547494752             0.6299926576632033            2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
6a1e03c3                      247.19406018247707            13.77517049527057             0.6127349951404076            2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
5a2e734                       246.62318429679627            13.79579889278478             0.5083706650405907            2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
351cfc7c                      234.5603947830072             9.058563524407663             0.6186637834297382            2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
59568849                      236.4822246687284             11.864079942924542            0.5849555645443575            2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
74d48fb5                      247.35655031705625            13.923603863284313            0.6364694924612997            2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
641532c                       246.62318429679627            13.794155536360503            0.6090334725560494            2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
40643920                      246.62318429679627            13.910344407165395            0.4137340588700157            2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
128962b6                      236.48961833629346            11.861926548087592            0.5850550280792363            2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
291120fa                      246.7538481942797             13.30580356866945             0.9702399883873111            2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
217597c                       236.65187409238445            10.466680597518287            0.16492543642345406           2224001.0204081633            1000.5102040816327            1111000.0                     1000.5102040816327            1111000.0                     
