solutionID                    DO0.pos_y                     DO1.pos_y                     DO1.velo                      DO1.acc                       obj                           fit_pena_a_max                fit_pena_curv_rate            fit_pena_max_latg             fit_pena_spd                  
51511f3b                      38.65775931741796             92.57683895481387             7.11123267574587              0.5364444858148938            3016.38880808296              1004.09720202074              1004.09720202074              4.097202020740035             1004.09720202074              
7d64a20d                      38.43588569606988             92.98496686567594             7.213254932497807             0.5274939832506192            3016.38880808296              1004.09720202074              1004.09720202074              4.097202020740035             1004.09720202074              
370f347d                      38.04530104471443             93.49716646693683             7.276768461367546             0.5377166588783369            3016.38880808296              1004.09720202074              1004.09720202074              4.097202020740035             1004.09720202074              
7df76e4f                      38.43588569606988             92.98557022602678             7.184352773022558             0.5740449601781766            3016.38880808296              1004.09720202074              1004.09720202074              4.097202020740035             1004.09720202074              
4e75ba61                      38.64658559180941             92.77461830605864             7.184352773022558             0.5189664635078386            3016.38880808296              1004.09720202074              1004.09720202074              4.097202020740035             1004.09720202074              
426698e7                      38.65777205083583             92.6477106945243              7.120297246757245             0.53778391982704              3016.38880808296              1004.09720202074              1004.09720202074              4.097202020740035             1004.09720202074              
4bc17ab0                      38.441158276645055            92.97638849451606             7.213254932497807             0.5274939832506192            3016.38880808296              1004.09720202074              1004.09720202074              4.097202020740035             1004.09720202074              
75ad9d1a                      38.25933214408507             92.58541732597375             7.11123267574587              0.5364444858148938            3016.38880808296              1004.09720202074              1004.09720202074              4.097202020740035             1004.09720202074              
517d0a0a                      38.04530104471443             93.49716646693683             7.276768461367546             0.5380114614426262            3016.38880808296              1004.09720202074              1004.09720202074              4.097202020740035             1004.09720202074              
465bb38c                      38.6807122457087              92.4498935153725              7.051849356937433             0.543321414480848             3016.38880808296              1004.09720202074              1004.09720202074              4.097202020740035             1004.09720202074              
14ed00d1                      38.46818398591973             91.91638658770594             6.832666604751136             0.5684618470624891            3016.38880808296              1004.09720202074              1004.09720202074              4.097202020740035             1004.09720202074              
dee1396                       38.43588569606988             91.8772421319675              6.974998617719824             0.5227503611703289            3016.38880808296              1004.09720202074              1004.09720202074              4.097202020740035             1004.09720202074              
79b848e8                      38.437593340346396            92.16035073674973             7.11539872752684              0.5092600901000923            3016.38880808296              1004.09720202074              1004.09720202074              4.097202020740035             1004.09720202074              
4b20258c                      38.65833037026721             92.6477106945243              7.120297246757245             0.53778391982704              3016.38880808296              1004.09720202074              1004.09720202074              4.097202020740035             1004.09720202074              
6cdaa539                      38.46828473213748             91.91638658770594             6.832666604751136             0.5684618470624891            3016.38880808296              1004.09720202074              1004.09720202074              4.097202020740035             1004.09720202074              
29cb0318                      38.437653051891125            92.6714963357532              7.184352773022558             0.5377163077669548            3016.38880808296              1004.09720202074              1004.09720202074              4.097202020740035             1004.09720202074              
2af55666                      38.594381310300555            92.64515058530283             7.183765451668945             0.5296192760957571            3016.38880808296              1004.09720202074              1004.09720202074              4.097202020740035             1004.09720202074              
2e80e40                       38.034361758530835            93.49716646693683             7.276768461367546             0.5380114614426262            3016.38880808296              1004.09720202074              1004.09720202074              4.097202020740035             1004.09720202074              
383620fc                      38.43588569606988             91.91583029891981             6.831706540308017             0.5701370696062104            3016.38880808296              1004.09720202074              1004.09720202074              4.097202020740035             1004.09720202074              
20ea81b3                      37.79432977328868             94.309034483044               7.654758889566591             0.5625931993819173            3016.38880808296              1004.09720202074              1004.09720202074              4.097202020740035             1004.09720202074              
73f8b46e                      38.519967184182434            92.98496686567594             7.213254932497807             0.5272851350865068            3016.38880808296              1004.09720202074              1004.09720202074              4.097202020740035             1004.09720202074              
61853036                      38.666178510421766            92.57683895481387             7.11123267574587              0.5366533339790062            3016.38880808296              1004.09720202074              1004.09720202074              4.097202020740035             1004.09720202074              
1bc8eb15                      38.46818398591973             91.91638658770594             6.832666604751136             0.5684618470624891            3016.38880808296              1004.09720202074              1004.09720202074              4.097202020740035             1004.09720202074              
498a796c                      38.16885453624292             92.16035073674973             7.11539872752684              0.5092600901000923            3016.38880808296              1004.09720202074              1004.09720202074              4.097202020740035             1004.09720202074              
182bc775                      38.261502402889846            92.6477106945243              7.120297246757245             0.53778391982704              3016.38880808296              1004.09720202074              1004.09720202074              4.097202020740035             1004.09720202074              
4da0a70b                      38.43630785721232             93.38244969133531             7.184055621622311             0.5689378107151293            3016.38880808296              1004.09720202074              1004.09720202074              4.097202020740035             1004.09720202074              
7f9d7eb8                      38.04530104471443             93.49716646693683             7.276768461367546             0.5377166588783369            3016.38880808296              1004.09720202074              1004.09720202074              4.097202020740035             1004.09720202074              
2afa605b                      38.043277519151644            92.98557022602678             7.184352773022558             0.5740449601781766            3016.38880808296              1004.09720202074              1004.09720202074              4.097202020740035             1004.09720202074              
55ae7cac                      38.65777205083583             92.6477106945243              7.121504214731459             0.5376962886004958            3016.38880808296              1004.09720202074              1004.09720202074              4.097202020740035             1004.09720202074              
53a7ce7c                      38.43588569606988             91.8772421319675              6.974998617719824             0.5227503611703289            3016.38880808296              1004.09720202074              1004.09720202074              4.097202020740035             1004.09720202074              
17ab4fca                      38.46828473213748             91.91638658770594             6.832666604751136             0.5684618470624891            3016.38880808296              1004.09720202074              1004.09720202074              4.097202020740035             1004.09720202074              
be32b78                       38.666178510421766            92.83212678371986             7.11123267574587              0.5366533339790062            3016.38880808296              1004.09720202074              1004.09720202074              4.097202020740035             1004.09720202074              
