solutionID                    DO0.pos_y                     DO1.pos_y                     DO1.velo                      DO1.acc                       obj1                          obj2                          obj3                          obj4                          
f3be6a8                       38.42896420113863             94.717632234964               6.720721084807484             0.9023455541035041            4.097202020740035             4.097202020740035             4.097202020740035             4000                          
3862ec6f                      36.73618986563471             92.9810719132019              6.720324898194221             0.9099138495136994            3004.1313778145013            4000                          1047.3283165317816            1003.0111230886896            
37015faf                      39.01486610164198             94.43364443779795             6.958483262384126             0.9134752032419969            1004.0706336348316            1004.0706336348316            4.070633634831601             4000                          
27b80ccb                      36.721458229056935            93.00135900730874             6.765484507747066             0.9072516515237814            3004.1313778145013            4000                          1047.3283165317816            1003.0111230886896            
2a0ec176                      38.3072699676001              94.71885570108597             6.720762266118128             0.9023455541035041            4.097202020740035             4.097202020740035             4.097202020740035             4000                          
42699119                      38.42643033854442             93.0553663358762              6.7026266689116945            0.9237044696981487            1004.09720202074              1004.09720202074              4.097202020740035             1004.09720202074              
32c89046                      38.9422072915224              93.15095484387504             6.399016271202374             0.902337023721119             14.571099680892907            14.571099680892907            14.571099680892907            1004.0922223222543            
52d1dd8b                      39.10939932815249             94.43360763874809             6.965323392051349             0.9134752032419969            3004.025116728385             3004.025116728385             1007.1176910210328            1004.0251167283851            
5f4a8edb                      39.10939932815249             94.43360763874809             6.725648139151826             0.9134752032419969            3004.025116728385             3009.137510393918             1004.0251167283851            1004.0251167283851            
7d01312b                      38.9422072915224              94.50072528478044             6.720759252633851             0.902337023721119             14.571099680892907            14.571099680892907            14.571099680892907            1004.0922223222543            
77400d25                      39.01481397726665             94.43364443779795             6.763250680276861             0.9178880021198238            3004.0706336348317            3004.0706336348317            1004.0706336348316            1004.0706336348316            
400eda12                      38.433843044052274            94.11398777166717             6.710968203837177             0.901503243485446             1004.09720202074              1004.09720202074              4.097202020740035             1004.09720202074              
5dea3614                      36.708455110172196            93.00135900730874             6.765484507747066             0.9023455541035041            3004.1313778145013            4000                          1047.3283165317816            1003.0111230886896            
92ec531                       38.31266978391024             94.717632234964               6.720721084807484             0.8929009953338529            4.097202020740035             4.097202020740035             4.097202020740035             4000                          
4d3924f9                      37.67797701965185             93.0449184827699              6.72034803061072              0.9126223726195852            1004.09720202074              1004.09720202074              4.097202020740035             1004.09720202074              
6ad0b854                      38.428683139515805            94.71617594610926             6.720720833244682             0.9023455541035041            4.097202020740035             4.097202020740035             4.097202020740035             4000                          
64644c42                      36.708455110172196            93.07877728210173             6.765484507747066             0.9023455541035041            3004.1313778145013            4000                          1047.3283165317816            1003.0111230886896            
3d08ea29                      36.732533626616124            93.00135900730874             6.765484507747066             0.9072516515237814            3004.1313778145013            4000                          1047.3283165317816            1003.0111230886896            
2531b38e                      38.30370282318399             94.71885570108597             6.719878636086359             0.9023455541035041            4.097202020740035             4.097202020740035             4.097202020740035             4000                          
4cd48dea                      38.42896420113863             94.73736789528614             6.720721084807484             0.9023455541035041            4.097202020740035             4.097202020740035             4.097202020740035             4000                          
7dbe707                       38.42896420113863             94.717632234964               6.720721084807484             0.9023455541035041            4.097202020740035             4.097202020740035             4.097202020740035             4000                          
4e1c95ff                      38.42896420113863             94.73736789528614             6.720721084807484             0.9023455541035041            4.097202020740035             4.097202020740035             4.097202020740035             4000                          
293ad2ca                      38.42896420113863             94.717632234964               6.720721084807484             0.9023455541035041            4.097202020740035             4.097202020740035             4.097202020740035             4000                          
20c03dd3                      37.66185419643422             94.68223879861564             6.720721084807484             0.9023455541035041            4.097202020740035             4.097202020740035             4.097202020740035             4000                          
3e4c6a9f                      38.42896420113863             94.5031689052095              6.720721084807484             0.9023455541035041            4.097202020740035             4.097202020740035             4.097202020740035             4000                          
bba2a22                       38.42896420113863             94.717632234964               6.720721084807484             0.9023455541035041            4.097202020740035             4.097202020740035             4.097202020740035             4000                          
47fbd58e                      38.42896420113863             94.7173478493261              6.720721084807484             0.9023455541035041            4.097202020740035             4.097202020740035             4.097202020740035             4000                          
4d599356                      37.65641258192923             94.68223879861564             6.720721084807484             0.9023455541035041            4.097202020740035             4.097202020740035             4.097202020740035             4000                          
5a93bb0                       38.48176306856752             94.73728503668065             6.720721084807484             0.9023455541035041            4.097202020740035             4.097202020740035             4.097202020740035             4000                          
35e95137                      38.42896420113863             94.73700340517658             6.720721084807484             0.9023455541035041            4.097202020740035             4.097202020740035             4.097202020740035             4000                          
3aaf13ec                      38.26643280962241             94.717480016741               6.720721084807484             0.9023455541035041            4.097202020740035             4.097202020740035             4.097202020740035             4000                          
5b2991bc                      38.42896420113863             94.71765151885785             6.720721084807484             0.9100656364048416            4.097202020740035             4.097202020740035             4.097202020740035             4000                          
2da5160f                      38.433843044052274            94.57665383844963             6.710783591882162             0.9009582144636745            4.097202020740035             4.097202020740035             4.097202020740035             4000                          
78f52804                      38.042337084162725            94.07697190620485             6.718070709172803             0.8585294401916365            4.097202020740035             4.097202020740035             4.097202020740035             4000                          
1e5ceafd                      38.42896420113863             94.71657740802794             6.720721084807484             0.9023455541035041            4.097202020740035             4.097202020740035             4.097202020740035             4000                          
525e974c                      38.30370282318399             94.71881349961804             6.720721084807484             0.9023455541035041            4.097202020740035             4.097202020740035             4.097202020740035             4000                          
12cebeaf                      37.83747521252682             94.717632234964               6.720721084807484             0.9023455541035041            4.097202020740035             4.097202020740035             4.097202020740035             4000                          
761349aa                      38.433843044052274            94.57665383844963             6.710783591882162             0.9009582144636745            4.097202020740035             4.097202020740035             4.097202020740035             4000                          
373232b9                      37.66185419643422             94.56165513122328             6.720721084807484             0.904704667578012             4.097202020740035             4.097202020740035             4.097202020740035             4000                          
3906d3ce                      37.65315050047577             94.57665383844963             6.730688755025037             0.9022948378426583            4.097202020740035             4.097202020740035             4.097202020740035             4000                          
5e67d928                      38.42896420113863             94.73736789528614             6.720721084807484             0.9023455541035041            4.097202020740035             4.097202020740035             4.097202020740035             4000                          
1e1aab0b                      38.42896420113863             94.73736789528614             6.720721084807484             0.9023455541035041            4.097202020740035             4.097202020740035             4.097202020740035             4000                          
6bdf4a58                      37.66185419643422             94.68205307854876             6.720721084807484             0.9023455541035041            4.097202020740035             4.097202020740035             4.097202020740035             4000                          
70cf6354                      38.42896420113863             94.71781795503088             6.720721084807484             0.9023455541035041            4.097202020740035             4.097202020740035             4.097202020740035             4000                          
3c38248c                      37.67797701965185             94.54299274892071             6.720746768594207             0.9020958084378978            4.097202020740035             4.097202020740035             4.097202020740035             4000                          
253e848b                      38.42896420113863             94.7173478493261              6.720721084807484             0.9116495097120534            4.097202020740035             4.097202020740035             4.097202020740035             4000                          
60f5fb4                       38.42896420113863             94.717632234964               6.720721084807484             0.9023455541035041            4.097202020740035             4.097202020740035             4.097202020740035             4000                          
6729ba5e                      37.65641258192923             94.68223879861564             6.7207250012063415            0.9023455541035041            4.097202020740035             4.097202020740035             4.097202020740035             4000                          
