solutionID                    DO0.pos_y                     DO1.pos_y                     DO1.velo                      DO1.acc                       obj1                          
2638e6bd                      42.09468146415173             47.13256708399892             8.78656117010609              0.7624993030380245            1000.5102040816327            
41e2608c                      42.09468146415173             47.13256708399892             8.78656117010609              0.7624993030380245            1000.5102040816327            
22137bff                      42.09468146415173             47.13256708399892             8.600741221110393             0.7624993030380245            1000.5102040816327            
77152669                      41.83444752256031             53.353685629241625            9.77919716516522              0.8671891868893028            1000.5102040816327            
3e1ce0a                       38.575291695479656            38.42476649573202             6.3057888233181805            0.6202544763310961            1000.5102040816327            
2518aa48                      38.575291695479656            38.42476649573202             6.3057888233181805            0.6220132513962207            1000.5102040816327            
4dee431c                      42.09468146415173             47.13256708399892             8.78656117010609              0.7624993030380245            1000.5102040816327            
bd4ed2                        38.575291695479656            38.42476649573202             6.3057888233181805            0.6318776310019834            1000.5102040816327            
22488b39                      42.09468146415173             50.27375240136464             9.923548950748055             0.7681009120725221            1000.5102040816327            
51caecf9                      38.575291695479656            38.42476649573202             6.3057888233181805            0.6344619548841339            1000.5102040816327            
3759bced                      42.09438041109201             47.15053943183544             8.767108122462876             0.6341006371421862            1000.5102040816327            
2a03e72d                      38.575291695479656            38.42476649573202             6.3057888233181805            0.6150571859851217            1000.5102040816327            
3cdfe051                      38.575291695479656            38.42476649573202             6.3057888233181805            0.6234121768803369            1000.5102040816327            
163264eb                      42.631006626224945            46.88718819870388             5.430815620486808             0.634020762562099             1000.5102040816327            
473747a9                      42.631006626224945            42.304369757445805            5.421094741501626             0.8385875326311936            1000.5102040816327            
3041a1c1                      42.631006626224945            37.624146125986556            5.8092253838056385            0.8385875326311936            1000.5102040816327            
1bf653cf                      42.09468146415173             47.13256708399892             8.78656117010609              0.7624993030380245            1000.5102040816327            
515b9cc4                      41.83444752256031             53.353685629241625            9.77919716516522              0.8765900092818981            1000.5102040816327            
3418559a                      42.09468146415173             47.13256708399892             8.600741221110393             0.7641797359503646            1000.5102040816327            
1a6ded9c                      38.575291695479656            38.42476649573202             6.3057888233181805            0.603162016004842             1000.5102040816327            
43a3b513                      42.09468146415173             50.27375240136464             9.923548950748055             0.7681009120725221            1000.5102040816327            
a5a4cb5                       38.38554443152418             38.44665137658295             6.541856490144048             0.6456011280774829            1000.5102040816327            
51545115                      42.28412767408627             46.9195330938724              8.767108122462876             0.6143365920952154            1000.5102040816327            
404f4909                      38.35637979335352             38.42476649573202             6.3057888233181805            0.6234121768803369            1000.5102040816327            
47a9d4fe                      41.923182118871715            42.45162857409795             5.421094741501626             0.8385875326311936            1000.5102040816327            
15a0204c                      41.62729087248769             52.338393567221416            9.140347999447538             0.5947957239013246            1000.5102040816327            
790e5c36                      42.09468146415173             47.13256708399892             8.78656117010609              0.7512777445361077            1000.5102040816327            
10bae94c                      38.575291695479656            38.42476649573202             6.3057888233181805            0.6354194997694541            1000.5102040816327            
3d39f7ce                      38.575291695479656            40.17870496198961             6.7494401868664715            0.6344619548841339            1000.5102040816327            
4debddff                      38.575291695479656            38.43703861833821             6.3057888233181805            0.6150571859851217            1000.5102040816327            
38b5b95d                      41.979780278412065            47.13826784751842             8.767108122462876             0.6341006371421862            1000.5102040816327            
d4f8530                       37.60820656616037             38.228960225481345            6.312812954018605             0.7036830174062236            1000.5102040816327            
3c0fb242                      42.631006626224945            42.304369757445805            5.421094741501626             0.8385875326311936            1000.5102040816327            
22cee42c                      41.83444752256031             53.353685629241625            9.77919716516522              0.8765900092818981            1000.5102040816327            
47c04f2c                      42.09468146415173             47.13256708399892             8.78656117010609              0.7624993030380245            1000.5102040816327            
490f02ea                      38.38554443152418             38.44665137658295             6.541856490144048             0.6428291266644068            1000.5102040816327            
1a260f08                      41.92539644164745             44.44792173183004             5.268289699335116             0.6003851340770692            1000.5102040816327            
2ba46dbb                      42.09468146415173             51.513112645318664            8.78656117010609              0.960580186624898             1000.5102040816327            
54cbfe0                       41.83236764171345             53.340512727927184            9.267687418872624             0.8671891868893028            1000.5102040816327            
670959cc                      42.0967613449986              46.77871771534849             8.609626028009734             0.7783309022135806            1000.5102040816327            
31eca335                      38.575291695479656            38.42476649573202             6.206323476202806             0.6220132513962207            1000.5102040816327            
6040bca3                      38.575291695479656            38.42476649573202             6.3057888233181805            0.6202544763310961            1000.5102040816327            
2b385086                      42.09468146415173             51.39953629059916             9.92899285798601              0.6362665872980103            1000.5102040816327            
55282418                      38.589650687839054            38.42476649573202             6.3057888233181805            0.6339462927364873            1000.5102040816327            
70d23414                      42.631006626224945            40.381068143789854            5.488967071457701             0.634020762562099             1000.5102040816327            
4b20d965                      42.631006626224945            42.304369757445805            5.416986298511403             0.8385875326311936            1000.5102040816327            
448f404b                      38.40707109082602             38.42476649573202             6.3057888233181805            0.6038972669961414            1000.5102040816327            
226bbf12                      42.14019650227268             50.27375240136464             9.923548950748055             0.7681009120725221            1000.5102040816327            
32ee81b5                      38.38554443152418             38.44665137658295             6.467311612136988             0.6456011280774829            1000.5102040816327            
b72bdd1                       38.28417355035788             46.94070031116108             9.08633301618869              0.6230474471295955            1000.5102040816327            
