solutionID                    DO0.pos_y                     DO1.pos_y                     DO1.velo                      DO1.acc                       obj1                          obj2                          obj3                          obj4                          
ef0c544                       25.53394920217761             83.10053221618362             5.365226749825434             0.8656454245060339            0.15516927737384692           0.15516927737384692           0.15621406264083496           2000.101527531888             
255abf61                      38.44875020778192             86.4831278902775              5.657712308451519             0.5257864158591602            1000.0970091542832            1000.0970091542832            0.09700915428323166           1000.0861232710577            
6dab2943                      25.53394920217761             83.10053221618362             5.365226749825434             0.8656454245060339            0.15516927737384692           0.15516927737384692           0.15621406264083496           2000.101527531888             
59a62c7d                      25.192606825432783            80.12433460469859             5.9342222178985855            0.5096832005907773            0.06994853603323051           0.06994853603323051           0.06994853603323051           4000                          
1ef3c39f                      26.815957662388143            85.02162932429576             9.300518696908005             0.5181440786694012            8.504124500382181             8.504124500382181             1000.7738548495936            1000.7770915988517            
183ee81a                      25.53394920217761             83.10065986292489             5.359079513626789             0.8685276019337351            0.15516927737384692           0.15516927737384692           0.15621406264083496           2000.101527531888             
237189b1                      38.44875020778192             86.39450615370858             5.657712308451519             0.5257864158591602            1000.0970091542832            1000.0970091542832            0.09700915428323166           1000.0861232710577            
761d8f9d                      25.53394920217761             83.18915395275256             5.365226749825434             0.8656454245060339            0.1547798978201253            0.1547798978201253            0.15572949087817556           2000.101900447374             
159726fb                      25.192606825432783            78.44851601681844             9.545317818141829             0.8807848224305               0.12001351285601303           4000                          0.12001351285601303           1000.0843647700456            
680fe10b                      26.81549024752136             83.15511893903869             9.368325922498594             0.6275516597786708            1005.6509307984231            2005.6509307984231            1002.0205656606933            2.0205656606933005            
30c4bb0f                      35.299523445274446            92.41925701574944             5.917309810355267             0.508232831090548             0.6863178991134595            0.6863178991134595            0.6863178991134595            1000.8947747059092            
6169d945                      25.53394920217761             83.10053221618362             5.365226749825434             0.8585503718170666            0.1547798978201253            0.1547798978201253            0.15572949087817556           2000.101900447374             
3b10bf68                      25.53394920217761             83.18915395275256             5.365226749825434             0.8656454245060339            0.1547798978201253            0.1547798978201253            0.15572949087817556           2000.101900447374             
5f3ae137                      25.065897566358448            78.44851601681844             9.668860969257558             0.8583246885420648            0.20937624513435804           3000.1051435100167            0.20937624513435804           1000.1977316619208            
508ad2f7                      36.78949746937411             91.00340121084166             5.946666649085562             0.54002947064141              0.10725407383066618           1000.1081098373494            0.10455532742689895           2000.1062563272108            
5edae624                      35.299523445274446            92.69138514331244             5.917309810355267             0.5066691610879325            33.98807592217759             33.98807592217759             33.98807592217759             1000.3693618945374            
33d29ad8                      25.192606825432783            80.12433460469859             5.9342222178985855            0.5117838342392911            0.06994853603323051           0.06994853603323051           0.06994853603323051           4000                          
2a89af42                      35.299523445274446            92.61138520339124             5.917309810355267             0.5066691610879325            31.069701706568253            31.069701706568253            31.069701706568253            1000.4626315676297            
35397640                      38.81176853854054             87.99260433774428             5.067796794809409             0.9847810567989985            1000.090682131917             1000.090682131917             0.09068213191696353           1000.0911037965433            
201dee73                      37.008103893060444            91.00340121084166             5.945739218632527             0.54002947064141              0.10725407383066618           1000.1081098373494            0.10455532742689895           2000.1062563272108            
76467828                      35.299523445274446            92.69138514331244             5.917309810355267             0.5066691610879325            33.98807592217759             33.98807592217759             33.98807592217759             1000.3693618945374            
41260265                      25.53394920217761             83.10890752209764             5.365226749825434             0.8579125440445832            0.1547798978201253            0.1547798978201253            0.15572949087817556           2000.101900447374             
33adaf15                      35.25730497265132             92.41925701574944             5.917309810355267             0.508232831090548             0.6863178991134595            0.6863178991134595            0.6863178991134595            1000.8947747059092            
38e8ffa9                      26.857765068965083            83.15511893903869             9.368325922498594             0.6275516597786708            1005.6509307984231            2005.6509307984231            1002.0205656606933            2.0205656606933005            
60ceaba9                      25.53394920217761             83.18915395275256             5.365226749825434             0.8656454245060339            0.1547798978201253            0.1547798978201253            0.15572949087817556           2000.101900447374             
675457b8                      25.065897566358448            78.64739891634314             9.668860969257558             0.8583246885420648            0.0861555479374006            4000                          0.0861555479374006            1000.0884125736479            
270f0680                      25.465809816354184            78.49699629937687             9.729163908422114             0.8760625633826018            0.06543886843913872           4000                          0.0715026372667924            1000.7277815559232            
51ddbf3e                      38.4333376407343              91.00483275673881             5.917350929642909             0.8912827815247009            1000.0802725052035            1000.0802725052035            0.08027250520358369           1000.0964429955234            
612fa948                      26.339564497815577            85.02162932429576             9.568526766476953             0.5181440786694012            1005.6508874256527            0.44339802510519727           0.44339802510519727           1000.2490815119248            
66e25a6                       25.192606825432783            78.44851601681844             9.545317818141829             0.8807848224305               0.12001351285601303           4000                          0.12001351285601303           1000.0843647700456            
5c01e4b8                      37.008103893060444            91.00340121084166             5.945739218632527             0.54002947064141              0.10725407383066618           1000.1081098373494            0.10455532742689895           2000.1062563272108            
27e79721                      38.083083187619124            87.99260433774428             5.067796794809409             0.9847810567989985            1000.090682131917             1000.090682131917             0.09068213191696353           1000.0911037965433            
